@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R1'

@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}

@data
2,3,3,0,0,0,0,30,0,0,23,0,HS-grad
2,6,4,0,1,0,0,20,0,0,24,0,HS-grad
0,1,2,0,1,0,0,40,0,0,49,0,10th
2,8,3,4,1,0,0,55,0,0,35,0,Bachelors
2,10,1,0,1,0,0,48,0,0,21,0,HS-grad
1,8,3,0,0,0,0,40,0,0,23,0,HS-grad
0,4,2,0,1,5178,0,40,0,1,36,0,Bachelors
4,7,5,4,0,0,0,40,0,0,52,0,10th
0,5,2,0,1,0,0,88,0,0,33,0,HS-grad
3,8,5,4,0,0,0,40,0,0,40,0,HS-grad
3,1,3,0,1,0,0,40,0,0,29,0,HS-grad
1,8,3,0,0,0,0,40,0,0,52,0,HS-grad
2,2,3,0,1,0,0,40,0,0,31,0,Some-college
0,4,0,0,0,0,0,10,0,1,41,1,Masters
0,5,2,4,1,0,0,40,0,1,54,0,Masters
0,7,2,0,1,0,0,40,0,0,38,0,9th
0,8,0,0,0,0,0,40,0,0,43,0,HS-grad
0,10,2,0,1,7298,0,60,0,1,32,0,11th
0,7,2,3,1,0,0,40,13,0,38,0,Some-college
0,1,2,0,1,0,0,40,0,1,30,0,HS-grad
2,11,1,0,0,0,0,45,0,0,20,0,Some-college
0,6,2,0,1,0,2057,40,20,0,40,0,7th-8th
0,1,2,0,1,0,0,40,0,0,33,0,Some-college
3,2,5,2,0,0,0,40,0,0,57,0,HS-grad
1,4,3,0,1,0,1408,48,0,0,40,0,Some-college
0,10,2,0,1,0,0,40,0,0,75,0,10th
1,4,3,0,1,0,0,40,0,0,46,0,Some-college
2,9,1,0,1,0,0,40,0,0,19,1,Some-college
2,3,3,0,0,0,0,40,0,0,32,0,Some-college
2,8,1,1,0,0,0,40,15,0,41,0,Bachelors
1,10,3,0,1,0,0,40,0,0,48,0,9th
1,8,3,0,0,0,0,40,0,0,31,0,HS-grad
2,10,1,0,1,0,0,40,0,0,23,0,Bachelors
0,7,2,0,1,0,0,40,0,0,25,0,9th
0,4,2,0,1,0,0,40,0,1,37,2,Some-college
2,12,1,0,1,0,0,40,0,0,32,5,11th
2,3,1,0,1,0,0,35,0,0,18,0,HS-grad
2,0,3,0,0,0,1564,30,0,1,25,0,Bachelors
2,8,3,0,0,0,0,40,0,0,26,0,Some-college
2,4,3,0,0,0,0,45,0,0,45,3,Bachelors
0,8,2,0,1,7298,0,40,0,1,41,0,Assoc-voc
0,3,0,0,0,0,0,40,0,0,32,0,Some-college
0,3,2,0,1,0,0,60,0,1,35,0,Some-college
0,0,2,0,1,0,1485,50,0,0,37,0,Some-college
2,10,3,0,1,0,0,40,3,0,23,0,11th
2,6,1,0,1,0,0,20,0,0,18,0,HS-grad
0,0,2,0,1,0,0,40,0,0,57,0,HS-grad
4,8,4,0,0,0,0,40,0,0,57,0,Assoc-acdm
0,1,2,0,1,0,0,40,0,0,42,0,Some-college
2,2,3,0,1,0,0,25,0,0,17,0,10th
0,4,2,0,1,0,0,45,0,0,35,0,Masters
2,8,1,0,0,0,0,20,0,0,23,0,Some-college
2,12,3,4,1,0,0,45,0,0,30,5,Some-college
0,7,2,0,1,0,0,40,0,0,49,0,HS-grad
2,7,3,0,1,0,0,40,0,0,48,0,10th
4,6,3,0,0,0,0,35,0,0,42,0,7th-8th
2,7,4,0,1,0,0,38,20,0,21,0,5th-6th
0,8,0,1,0,0,0,40,15,0,36,0,Bachelors
0,4,2,0,1,4386,0,40,0,1,50,3,HS-grad
2,10,1,0,1,0,0,20,0,0,22,0,HS-grad
0,1,2,0,1,0,0,45,0,0,37,0,Assoc-voc
2,4,3,0,1,0,0,50,0,0,22,0,Bachelors
0,4,2,0,1,0,0,40,0,0,54,4,Some-college
5,2,5,0,0,0,0,52,0,0,35,0,HS-grad
0,3,2,0,1,0,0,20,0,0,71,1,Bachelors
0,3,2,0,1,0,0,60,0,1,45,0,Some-college
0,3,2,0,1,0,0,20,0,0,76,0,HS-grad
1,5,3,0,1,4650,0,44,0,0,46,0,Masters
0,1,2,0,1,7688,0,42,0,1,41,0,HS-grad
2,1,1,0,1,0,0,60,0,0,38,1,Some-college
0,10,2,0,1,0,0,50,0,1,39,0,HS-grad
2,5,3,0,0,0,0,46,0,1,53,5,Masters
1,6,3,0,1,0,0,45,0,0,54,0,HS-grad
1,5,5,0,0,0,0,40,0,0,33,0,Assoc-voc
0,8,2,0,1,0,0,48,0,0,63,3,Some-college
0,8,0,0,0,0,0,40,0,0,47,0,HS-grad
2,1,1,0,1,0,0,40,0,0,39,0,HS-grad
2,5,3,0,0,0,0,40,0,0,26,0,Masters
2,1,5,0,0,0,0,40,0,0,24,0,HS-grad
0,12,2,0,1,0,0,40,0,1,59,4,HS-grad
2,6,1,4,1,0,0,40,0,0,26,4,10th
2,3,1,0,0,0,0,20,0,0,20,0,Some-college
2,1,3,0,1,0,0,65,0,0,24,0,HS-grad
0,1,2,0,1,0,0,50,0,1,32,0,Assoc-voc
0,4,2,0,1,0,0,40,0,0,31,0,HS-grad
2,2,4,0,0,0,0,25,0,0,17,0,12th
0,7,2,0,1,0,0,30,0,0,40,0,7th-8th
2,3,4,0,0,0,0,38,0,1,48,0,Bachelors
0,4,2,0,1,0,1977,44,0,1,60,2,10th
0,1,2,0,1,0,0,40,0,1,48,0,Assoc-voc
1,5,3,0,1,0,0,20,0,0,54,1,HS-grad
1,4,5,0,0,0,0,40,0,0,44,0,Assoc-voc
2,3,3,0,0,0,0,65,0,1,47,0,HS-grad
0,5,2,0,1,15024,0,50,0,1,63,1,Prof-school
2,6,3,0,1,0,0,40,0,0,26,0,HS-grad
2,3,3,0,1,8614,0,40,0,1,33,0,Bachelors
3,5,5,0,0,0,0,32,0,0,36,5,Some-college
0,4,2,0,1,0,0,30,0,1,74,1,Assoc-acdm
1,8,5,0,0,0,0,40,0,0,45,0,Some-college
0,1,2,0,1,0,0,44,0,1,28,0,HS-grad
0,5,2,0,1,0,0,20,0,1,66,1,Bachelors
0,4,2,0,1,15024,0,40,0,1,63,3,Some-college
0,3,2,0,1,0,0,50,0,0,47,2,HS-grad
2,3,1,0,1,0,0,4,0,0,24,0,Bachelors
0,2,2,0,1,0,0,40,0,1,60,0,Some-college
1,1,3,0,1,0,0,45,0,0,40,0,HS-grad
2,7,1,4,1,0,0,40,0,0,25,0,11th
2,1,1,0,1,0,1590,40,0,0,23,4,HS-grad
2,6,1,0,1,0,0,27,0,0,19,0,Some-college
1,1,3,0,1,0,0,60,0,0,53,1,11th
4,3,3,0,0,0,0,40,0,0,70,0,10th
0,4,2,0,1,0,0,45,0,0,55,0,HS-grad
0,3,2,0,1,0,0,45,0,1,44,1,Bachelors
1,7,3,0,1,0,0,50,0,0,29,0,HS-grad
0,3,2,0,1,0,0,50,0,1,47,0,HS-grad
0,5,2,0,1,0,0,40,0,0,62,1,Masters
0,4,2,0,1,0,0,40,0,0,47,0,HS-grad
0,10,2,0,1,0,0,50,0,0,22,0,HS-grad
2,2,3,0,1,0,0,30,0,0,17,0,5th-6th
0,4,2,0,1,0,2057,70,0,0,32,4,Assoc-acdm
0,0,2,1,1,0,0,10,0,0,33,0,Assoc-voc
2,1,3,0,1,0,0,50,0,0,27,0,Bachelors
2,4,5,0,1,0,0,40,0,0,46,0,Masters
0,4,2,0,1,7688,0,40,0,1,44,3,Bachelors
1,0,3,0,1,0,0,45,0,0,38,0,HS-grad
2,2,5,4,1,0,0,32,0,0,44,0,HS-grad
3,5,3,0,0,0,0,40,0,0,30,3,Some-college
2,8,4,1,0,0,0,40,0,0,23,0,Some-college
0,3,2,0,1,0,1902,40,0,1,36,0,Bachelors
0,5,0,0,0,0,0,36,0,1,45,0,Some-college
2,12,3,0,0,0,0,48,0,0,26,4,Bachelors
0,7,2,0,1,0,0,40,0,0,40,0,HS-grad
0,9,2,0,1,0,0,60,0,0,42,2,Some-college
0,4,2,0,1,0,0,50,0,1,58,0,Bachelors
1,2,5,4,0,0,0,40,28,0,36,0,HS-grad
0,1,2,0,1,0,0,60,0,0,27,2,HS-grad
0,1,2,0,1,0,0,40,0,0,53,4,HS-grad
0,12,2,0,1,0,1902,50,0,1,64,0,Bachelors
0,1,2,0,1,0,0,60,0,0,32,0,HS-grad
0,9,2,0,1,0,0,70,0,0,39,1,HS-grad
0,1,2,0,1,0,0,40,0,0,32,0,Some-college
2,10,1,0,1,0,0,18,0,0,18,0,HS-grad
0,7,2,0,1,0,0,40,0,0,49,0,Some-college
0,5,2,0,1,7298,0,55,0,1,48,0,Masters
0,8,2,0,1,0,0,40,0,0,38,3,HS-grad
2,8,3,0,0,0,0,40,0,0,21,0,Some-college
2,1,3,0,1,0,0,45,0,0,31,0,10th
0,6,2,0,1,0,0,40,0,0,32,0,HS-grad
4,7,3,0,1,0,0,20,0,0,66,4,Some-college
0,7,0,0,0,0,0,37,14,0,61,0,5th-6th
0,5,2,0,1,0,1902,40,0,1,41,0,Bachelors
1,1,3,0,1,0,0,40,12,1,53,0,Assoc-voc
2,2,3,0,0,0,0,40,0,0,21,0,HS-grad
0,2,2,0,1,0,0,40,0,0,64,4,9th
3,2,3,0,0,0,0,35,0,0,47,0,Some-college
0,8,2,0,1,0,0,40,0,1,48,0,Assoc-voc
0,12,2,0,1,0,0,40,0,1,48,5,Some-college
1,8,5,0,0,0,0,40,0,0,35,0,Some-college
0,12,0,0,0,0,0,45,5,1,57,0,Bachelors
2,0,1,4,1,0,0,40,0,0,34,0,HS-grad
2,8,5,1,0,0,0,40,15,0,34,0,Bachelors
2,2,4,0,1,0,0,30,0,0,25,2,HS-grad
2,7,3,0,1,0,0,40,0,0,32,0,Bachelors
2,8,3,0,1,0,0,44,0,0,28,0,Some-college
2,5,3,0,0,0,0,60,0,1,41,2,Prof-school
3,0,5,0,1,0,0,40,0,0,35,3,Bachelors
2,1,1,0,1,0,0,45,0,0,24,0,Some-college
4,7,3,0,0,0,0,45,17,0,60,0,Assoc-voc
0,2,2,0,1,0,0,53,20,0,26,0,HS-grad
2,3,1,0,0,0,0,8,0,0,17,0,12th
2,8,3,0,0,0,0,40,0,0,31,0,Some-college
1,5,3,0,0,0,0,40,0,0,69,0,Masters
0,1,2,0,1,0,0,40,0,0,47,0,Bachelors
0,3,2,0,1,0,0,85,0,1,49,2,Bachelors
0,5,0,0,0,0,0,1,0,0,73,1,Some-college
0,5,0,0,0,0,1902,40,0,1,32,5,Some-college
0,3,2,0,1,0,0,40,0,0,39,0,Some-college
4,8,3,0,0,0,0,80,0,1,54,0,Bachelors
0,8,0,0,0,0,0,20,0,1,39,2,Some-college
0,3,2,0,1,5178,0,40,0,1,45,1,Assoc-acdm
2,6,4,0,1,0,0,40,20,0,17,0,9th
2,8,3,0,0,0,0,35,0,0,51,0,HS-grad
2,4,3,0,1,0,0,50,0,0,27,2,HS-grad
2,4,3,0,1,0,0,54,0,0,55,0,HS-grad
2,1,1,4,1,0,0,40,0,0,32,1,HS-grad
4,8,5,0,0,0,0,5,0,0,78,4,HS-grad
2,6,1,0,1,0,0,44,0,0,20,0,HS-grad
2,6,1,0,1,0,0,40,0,0,21,0,Some-college
0,3,2,0,1,0,0,40,0,1,46,0,Bachelors
0,1,2,4,1,0,0,35,0,0,46,0,HS-grad
4,5,3,0,0,0,0,5,0,0,85,0,Masters
2,9,3,0,1,0,0,70,0,0,56,0,Assoc-voc
0,1,2,0,1,0,0,40,0,0,29,0,HS-grad
1,4,5,4,1,0,0,40,0,0,31,0,Some-college
1,2,3,0,1,0,0,40,0,0,46,0,HS-grad
2,5,1,0,0,0,0,40,0,0,24,0,Assoc-voc
2,9,1,0,1,0,0,20,0,0,20,2,HS-grad
0,4,2,0,1,0,0,50,0,1,43,0,Bachelors
2,4,3,0,1,0,1876,50,0,0,53,2,Assoc-acdm
2,4,3,4,0,0,0,40,0,0,27,0,Some-college
0,7,2,0,1,0,0,40,0,0,41,0,HS-grad
0,3,2,0,1,0,0,40,0,1,39,0,Some-college
1,8,5,4,0,0,0,40,0,0,33,0,HS-grad
2,8,3,4,1,0,0,40,0,0,33,0,Bachelors
2,10,1,0,1,0,0,40,0,0,20,0,HS-grad
1,12,5,4,0,0,0,40,0,0,51,4,Some-college
0,10,2,0,1,0,0,60,0,0,55,2,HS-grad
0,1,2,0,1,0,0,84,0,0,45,0,HS-grad
2,8,5,0,0,0,0,40,20,0,54,3,HS-grad
0,10,2,0,1,0,1887,50,0,1,33,0,HS-grad
0,3,2,0,1,0,1977,44,0,1,32,0,Bachelors
2,5,3,0,1,0,0,50,0,0,22,0,Bachelors
1,5,5,0,0,1151,0,40,0,0,42,5,Masters
0,8,0,0,0,0,0,55,0,0,27,0,Some-college
0,10,2,2,1,0,1887,40,0,1,35,0,Some-college
0,3,2,0,1,0,0,55,0,0,36,1,Some-college
0,4,2,0,1,0,0,70,9,1,48,2,HS-grad
1,7,3,0,1,0,0,40,0,0,38,0,HS-grad
0,6,2,1,1,0,1579,40,19,0,38,0,HS-grad
0,4,2,0,1,0,0,99,0,0,36,1,HS-grad
2,4,1,0,0,0,0,40,0,0,24,0,Bachelors
0,5,2,0,1,5013,0,32,0,0,31,0,Bachelors
0,10,2,0,1,0,0,40,0,1,56,0,HS-grad
2,3,1,0,1,0,0,40,0,0,23,0,Bachelors
2,1,5,0,1,0,0,40,20,0,28,0,HS-grad
0,1,2,0,1,0,1887,40,0,1,50,0,Bachelors
2,3,4,0,0,0,0,15,0,0,18,0,Some-college
1,2,3,0,0,0,0,4,0,0,37,0,Assoc-voc
0,1,2,0,1,0,0,52,0,0,35,0,Some-college
5,2,5,0,0,0,0,45,0,0,34,1,HS-grad
0,7,0,0,0,0,0,35,0,0,33,0,HS-grad
0,7,2,4,1,0,2057,35,0,0,34,0,Some-college
0,0,0,0,0,0,1902,40,0,1,38,0,Some-college
0,1,2,0,1,0,0,40,0,1,41,0,Assoc-voc
2,2,4,0,1,0,0,35,20,0,29,0,5th-6th
0,8,0,4,0,0,0,40,0,1,49,3,HS-grad
0,3,2,0,1,0,0,40,0,1,36,0,HS-grad
0,5,2,4,1,0,0,40,28,1,39,2,Some-college
1,8,5,0,0,0,0,38,0,0,55,4,HS-grad
1,4,3,0,0,0,0,40,0,0,58,0,HS-grad
5,8,1,0,1,0,0,40,0,0,19,0,Some-college
4,9,5,0,1,0,0,40,0,0,41,1,Some-college
1,8,5,0,0,0,0,38,0,0,38,4,Some-college
1,4,5,0,0,0,0,40,0,0,31,0,Some-college
0,1,2,0,1,0,0,40,4,1,50,0,Assoc-acdm
0,1,2,0,1,0,0,50,0,0,50,1,Assoc-acdm
2,3,3,0,1,0,0,44,0,0,22,0,Some-college
5,4,3,0,1,2174,0,55,0,0,32,0,Bachelors
2,1,3,0,1,0,0,40,0,0,20,0,HS-grad
2,1,1,0,1,0,0,50,0,0,22,0,HS-grad
2,4,1,4,0,0,0,40,0,0,24,0,HS-grad
2,2,1,0,0,0,0,12,0,0,18,0,11th
0,3,2,0,1,0,0,50,0,1,34,0,Bachelors
1,3,3,0,1,2202,0,40,0,0,59,0,HS-grad
0,4,2,0,1,0,0,50,0,1,39,0,Some-college
0,4,2,0,1,0,0,55,0,1,33,0,Masters
2,1,3,0,1,0,0,40,0,0,37,0,Bachelors
0,1,2,0,1,0,0,50,0,0,64,0,HS-grad
0,1,2,0,1,0,0,50,0,0,24,0,Some-college
1,8,3,0,1,0,0,38,0,0,45,0,Some-college
0,2,2,0,1,0,0,40,0,0,62,0,7th-8th
2,6,3,4,0,0,0,40,0,0,38,0,HS-grad
0,1,2,0,1,15024,0,55,0,1,39,0,Bachelors
0,7,2,1,1,0,0,40,15,0,38,5,HS-grad
0,7,2,1,1,0,0,25,13,0,60,0,Bachelors
2,5,1,0,0,0,0,30,0,0,34,0,Masters
1,8,3,0,0,0,0,40,0,0,31,0,Some-college
0,5,2,0,1,0,0,60,0,0,23,5,Bachelors
0,8,2,0,1,0,0,40,3,1,36,3,Some-college
2,3,1,0,1,0,0,40,0,0,33,0,Bachelors
0,10,2,0,1,0,0,40,0,0,26,4,HS-grad
0,4,2,0,1,0,0,38,0,0,36,1,HS-grad
0,1,2,1,1,0,0,40,10,0,37,0,HS-grad
4,2,3,0,0,0,0,12,0,0,67,0,7th-8th
2,0,5,4,0,0,0,40,0,0,31,0,HS-grad
1,4,5,0,0,0,0,40,0,0,62,0,HS-grad
1,8,3,0,0,0,0,25,0,0,31,0,HS-grad
0,1,2,0,1,5013,0,40,0,0,46,0,HS-grad
1,2,3,0,1,0,0,20,0,0,44,0,Assoc-voc
2,6,5,0,1,0,0,40,20,0,27,0,10th
0,9,2,0,1,0,1902,80,0,1,44,1,Some-college
4,2,3,0,0,0,0,25,3,0,59,4,10th
0,3,2,0,1,0,0,40,0,1,46,0,Masters
2,6,4,3,1,0,0,25,29,0,35,0,HS-grad
2,7,1,0,1,0,0,60,0,0,20,0,Some-college
1,3,3,0,0,0,0,40,0,0,46,0,HS-grad
2,5,3,0,0,0,0,48,0,1,34,5,Bachelors
2,5,3,0,1,0,0,40,0,0,36,0,Assoc-voc
0,5,2,0,1,15024,0,38,0,1,46,0,Bachelors
1,4,3,0,0,0,1564,40,0,1,49,0,HS-grad
1,2,5,4,0,0,0,30,0,0,41,0,Masters
2,5,1,0,0,2176,0,25,0,0,22,0,Some-college
2,3,1,0,1,0,0,40,0,0,41,1,Some-college
0,10,2,3,1,0,0,40,18,1,52,4,HS-grad
0,5,2,0,1,0,0,50,4,1,29,0,Prof-school
1,1,1,0,1,0,0,40,0,0,51,1,HS-grad
0,5,2,0,1,0,0,70,0,1,50,4,Masters
0,8,2,0,1,0,0,40,0,0,64,4,HS-grad
2,2,1,0,1,0,0,20,0,0,19,0,Some-college
1,2,5,0,0,0,0,40,0,0,30,0,HS-grad
2,3,5,4,0,0,0,40,0,0,36,0,Bachelors
0,7,2,0,1,0,0,40,0,1,34,0,HS-grad
0,10,2,0,1,0,0,50,0,0,38,1,HS-grad
2,6,1,0,1,0,0,12,0,0,18,0,HS-grad
0,1,2,0,1,0,0,48,0,0,31,1,10th
0,1,4,0,1,0,0,40,32,0,49,0,HS-grad
2,3,1,0,0,0,0,20,9,0,30,0,Bachelors
1,8,5,0,0,0,0,32,0,0,35,0,Assoc-acdm
2,6,1,4,0,0,0,35,0,0,30,0,HS-grad
0,8,0,0,0,0,0,72,0,0,52,4,Some-college
0,6,2,0,1,7688,0,40,0,1,41,0,HS-grad
0,0,2,0,1,0,0,40,0,1,31,0,Some-college
2,2,1,0,0,0,0,10,0,0,20,3,11th
0,6,2,0,1,0,0,40,0,0,23,0,11th
2,5,3,0,1,0,0,50,0,0,40,1,Bachelors
5,8,5,2,1,0,0,40,0,0,33,0,HS-grad
0,12,2,0,1,0,0,52,0,0,42,5,Bachelors
2,3,1,0,1,0,0,15,0,0,22,0,10th
2,5,3,0,1,10520,0,40,0,1,24,4,Masters
2,5,3,0,1,0,0,35,0,0,24,0,Bachelors
2,2,5,0,0,0,0,40,0,0,24,0,Some-college
0,8,2,0,1,5013,0,40,0,0,44,4,Bachelors
0,1,2,0,1,0,0,10,0,0,68,1,Some-college
2,3,3,0,0,0,0,40,0,0,22,0,HS-grad
2,3,1,0,0,0,0,35,0,0,20,0,Some-college
1,7,5,0,0,0,0,60,0,0,35,0,HS-grad
0,7,2,2,1,0,0,40,0,0,52,0,Some-college
0,4,2,4,1,0,0,40,0,0,46,3,Bachelors
0,1,2,0,1,0,0,40,0,1,43,0,HS-grad
2,8,1,0,0,0,0,40,0,0,24,0,HS-grad
0,1,2,0,1,0,0,45,17,0,28,0,HS-grad
0,9,2,0,1,0,0,45,0,0,37,0,Bachelors
0,2,2,0,1,0,0,35,20,0,65,0,1st-4th
0,3,2,0,1,99999,0,40,0,1,43,2,Bachelors
0,7,2,0,1,0,0,48,0,0,31,0,HS-grad
2,5,3,0,1,0,0,20,0,0,23,0,Some-college
0,8,2,0,1,0,0,40,0,0,29,0,Bachelors
2,9,1,0,1,0,0,50,0,0,35,2,Assoc-acdm
0,12,2,0,1,0,0,35,0,0,58,0,11th
2,8,1,0,0,0,0,10,0,0,20,5,Some-college
0,3,2,0,1,0,0,50,0,0,54,0,Bachelors
1,1,3,0,1,0,0,40,0,0,52,0,Bachelors
1,8,5,0,0,0,0,40,0,0,40,5,Assoc-acdm
2,5,3,0,0,0,0,55,0,0,29,4,Bachelors
2,7,1,0,1,0,0,30,0,0,20,0,Some-college
2,10,1,0,1,2597,0,40,0,0,28,0,HS-grad
1,11,5,4,0,0,0,30,0,0,63,0,12th
2,4,3,0,0,0,0,40,0,0,26,0,Bachelors
0,1,2,0,1,0,0,42,0,1,26,0,HS-grad
0,7,2,0,1,0,0,40,0,0,41,1,Some-college
0,3,2,0,1,0,0,50,0,1,46,1,Bachelors
0,5,2,0,1,0,0,40,0,1,54,0,Some-college
2,6,1,0,1,0,0,35,0,0,19,0,Some-college
2,8,3,0,0,0,0,35,24,0,41,0,Bachelors
2,0,3,0,1,0,0,40,0,0,44,0,Assoc-acdm
2,4,3,0,1,0,0,40,0,0,41,1,Bachelors
0,3,0,0,0,0,0,40,0,0,65,1,HS-grad
2,5,3,4,1,0,0,23,0,0,46,1,Bachelors
0,5,2,0,1,0,0,40,0,1,49,2,Prof-school
2,3,1,0,0,0,0,25,0,0,18,0,Some-college
1,3,5,0,0,0,0,40,0,0,55,0,HS-grad
2,2,1,4,1,0,0,40,0,0,25,0,HS-grad
2,2,1,0,0,0,0,38,20,0,29,0,10th
1,6,3,0,1,0,0,40,0,0,49,0,HS-grad
0,3,2,0,1,0,0,60,0,0,50,0,Masters
1,7,5,4,0,0,0,28,0,0,40,0,HS-grad
0,5,2,0,1,0,0,48,0,1,39,5,Masters
2,8,1,0,0,0,0,40,5,0,23,4,Bachelors
0,9,2,0,1,0,0,40,0,0,23,1,HS-grad
0,1,2,0,1,0,0,48,0,1,34,0,Assoc-voc
0,10,2,0,1,0,0,70,0,1,39,1,Assoc-voc
0,5,2,0,1,7688,0,40,0,1,47,0,Bachelors
0,2,0,0,0,0,0,42,0,0,55,1,Assoc-voc
2,5,1,0,1,0,0,40,0,0,25,0,Bachelors
0,5,2,0,1,0,0,40,0,1,38,0,Masters
2,5,3,0,0,0,0,20,0,0,26,5,Bachelors
0,0,2,0,1,0,0,40,0,0,32,0,Some-college
1,4,5,0,0,0,0,40,0,0,30,5,HS-grad
1,7,3,0,0,0,0,40,0,0,43,0,HS-grad
2,8,3,0,0,0,0,40,0,0,30,0,Some-college
0,7,2,0,1,0,0,40,17,1,34,0,Masters
0,5,2,1,1,0,0,40,7,0,36,0,Masters
2,3,3,0,0,0,0,25,0,0,21,0,Some-college
0,7,2,0,1,0,0,40,0,1,33,0,Some-college
0,4,2,0,1,0,1977,50,0,1,33,0,Masters
2,9,3,0,1,0,0,60,0,0,45,0,HS-grad
0,7,2,0,1,0,0,60,0,0,22,0,12th
0,3,2,0,1,0,0,50,0,1,63,0,Some-college
2,0,3,0,1,0,0,45,0,0,24,0,HS-grad
0,1,2,0,1,0,0,40,0,0,35,0,HS-grad
0,2,4,0,0,0,0,40,0,0,30,0,HS-grad
0,5,2,4,1,5013,0,56,0,0,39,5,Masters
0,4,2,0,1,0,0,40,0,1,67,0,Bachelors
0,0,2,0,1,0,0,65,0,1,42,0,Prof-school
0,3,2,0,1,5178,0,50,0,1,36,1,Some-college
0,2,4,0,0,0,0,40,0,0,20,0,HS-grad
0,5,2,0,1,0,0,60,0,1,40,0,Prof-school
2,8,1,0,0,0,0,35,0,0,42,0,Bachelors
1,3,3,0,0,0,0,70,0,0,53,1,Assoc-acdm
2,5,3,0,1,0,0,50,0,0,40,0,Masters
0,9,2,0,1,0,0,38,0,0,46,5,10th
2,3,3,0,1,0,0,12,0,0,19,0,11th
2,10,1,0,1,0,0,15,0,0,20,0,Some-college
2,2,1,0,1,0,0,20,0,0,18,0,11th
2,0,1,0,1,0,0,50,0,0,28,0,Bachelors
0,4,2,0,1,0,0,40,0,1,38,0,Some-college
2,1,1,0,1,0,0,53,0,0,21,0,HS-grad
1,3,1,0,0,0,0,70,0,0,51,2,Some-college
0,1,2,0,1,0,0,40,0,0,46,0,HS-grad
2,3,1,0,0,0,0,20,0,0,17,0,11th
2,5,3,1,0,0,0,20,10,0,26,3,Prof-school
2,5,3,0,1,99999,0,45,0,1,43,2,Doctorate
0,1,2,0,1,0,0,45,20,0,40,0,11th
2,7,3,0,1,0,0,40,0,0,24,0,HS-grad
0,8,2,0,1,15024,0,55,0,1,28,0,Bachelors
0,9,2,0,1,0,0,10,0,0,66,1,HS-grad
0,6,2,0,1,0,0,40,0,0,56,0,HS-grad
2,3,4,0,0,0,0,40,0,0,20,0,Some-college
2,2,3,0,0,0,0,64,0,0,21,0,HS-grad
0,1,2,0,1,0,0,40,0,0,47,1,Some-college
2,2,3,0,1,0,0,48,0,0,25,0,Some-college
2,9,3,0,1,0,0,25,0,0,24,0,HS-grad
0,7,2,0,1,0,0,40,0,0,40,0,HS-grad
0,4,2,0,1,0,1672,48,0,0,50,2,Bachelors
2,2,3,0,1,0,0,25,36,0,47,0,Preschool
1,8,3,4,0,0,0,32,0,0,61,0,Assoc-voc
1,3,5,3,0,0,0,20,38,0,49,0,Masters
0,1,2,0,1,0,0,40,0,1,59,0,Some-college
2,5,3,0,1,0,0,30,0,0,23,0,Bachelors
1,4,3,0,0,0,0,40,0,1,40,0,Some-college
1,8,5,4,1,5455,0,40,0,0,48,3,Some-college
0,1,2,0,1,0,0,40,0,0,35,4,HS-grad
0,1,2,0,1,0,0,40,0,0,23,0,HS-grad
0,1,2,0,1,0,0,48,0,1,38,0,Some-college
2,3,3,0,1,0,0,20,0,0,34,0,Bachelors
0,9,2,0,1,0,0,70,0,0,37,1,HS-grad
0,7,2,0,1,0,0,42,0,0,24,0,HS-grad
0,1,2,0,1,0,0,40,0,0,40,1,Assoc-voc
0,7,2,0,1,0,0,40,0,0,33,0,HS-grad
0,5,2,1,1,0,0,38,7,0,39,0,Prof-school
2,2,5,0,0,0,0,20,0,0,23,0,Some-college
0,4,2,0,1,0,1887,50,0,1,31,0,Bachelors
