@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R2'

@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}

@data
9,0,4,2,0,1,0,0,60,0,0,37,Private
8,2,1,1,0,0,0,0,48,0,0,35,Private
9,3,1,5,0,1,0,0,45,0,0,39,Private
8,0,0,2,0,1,7298,0,50,0,1,50,Federal-gov
14,0,4,2,0,1,0,1887,50,0,1,34,Private
13,0,5,2,0,1,0,0,50,0,0,41,State-gov
8,0,3,2,0,1,0,0,35,0,0,55,Private
14,4,5,5,4,0,0,0,40,0,0,64,Local-gov
12,0,2,0,0,0,3103,0,40,0,1,41,Self-emp-not-inc
8,0,9,2,0,1,0,0,20,0,0,57,Self-emp-not-inc
11,2,5,3,0,1,0,0,40,0,0,38,Local-gov
8,0,0,2,0,1,0,0,40,0,1,39,Private
1,0,9,2,0,1,0,0,40,20,0,37,Private
3,2,2,1,4,1,0,0,56,0,0,37,Private
8,2,8,3,0,0,3325,0,40,0,0,36,Private
12,0,4,2,0,1,0,0,40,0,0,38,Private
9,0,0,2,0,1,0,0,40,0,1,38,Private
9,2,10,3,0,1,0,0,50,0,0,28,Private
6,2,3,1,0,0,0,0,20,0,0,17,Private
9,0,12,2,0,1,0,0,35,0,0,64,Local-gov
8,0,4,0,0,0,0,0,50,0,1,45,Private
14,0,4,2,0,1,7298,0,50,0,1,43,Private
8,0,7,2,0,1,0,0,40,20,0,35,Private
8,3,8,5,4,0,0,0,40,0,0,41,Private
8,3,2,3,0,0,0,0,37,0,0,59,Private
8,1,10,3,0,1,0,0,40,0,0,61,Private
2,0,8,0,0,0,0,0,40,16,0,46,Private
13,2,5,3,0,0,0,0,35,0,0,27,Local-gov
9,2,7,4,0,1,0,0,40,29,0,29,Private
6,2,6,1,0,1,0,0,20,0,0,18,Private
8,0,1,2,0,1,0,0,40,0,1,32,Self-emp-inc
10,0,5,2,0,1,0,0,40,0,1,53,Private
8,1,3,4,0,0,0,0,38,0,0,69,Private
8,0,8,0,0,0,0,0,15,0,0,43,Self-emp-not-inc
9,0,10,2,0,1,0,0,40,0,1,34,Local-gov
9,0,10,2,0,1,2407,0,40,0,0,48,Private
13,0,5,0,0,0,0,0,24,0,1,40,Private
12,2,8,3,0,1,0,0,50,0,0,23,Private
9,0,8,0,4,0,0,0,55,0,1,54,Local-gov
13,0,8,2,0,1,0,0,40,0,1,49,Federal-gov
9,2,0,1,0,0,0,0,32,0,0,35,Private
8,2,8,1,0,0,0,0,40,0,0,44,Private
9,2,2,1,4,0,0,0,40,0,0,27,Private
4,2,6,3,0,1,0,0,10,0,0,27,Private
13,2,4,3,0,0,0,0,45,0,0,32,Private
14,0,5,2,0,1,0,0,50,0,1,48,Local-gov
8,0,1,2,0,1,0,0,40,0,1,46,Private
12,1,5,5,0,1,0,0,40,0,0,42,Private
8,1,12,3,0,1,0,0,40,0,0,48,Private
5,0,7,2,0,1,0,0,40,31,0,34,Private
9,0,10,2,0,1,0,0,55,0,0,50,Self-emp-not-inc
8,1,8,3,0,0,0,0,16,0,0,59,Private
9,2,12,1,0,0,0,0,40,0,0,18,Private
6,2,6,1,0,1,0,0,40,0,0,21,Private
11,1,12,3,1,1,0,0,48,0,1,42,Local-gov
8,2,8,1,0,0,0,0,30,0,0,24,Private
5,0,1,2,0,1,4508,0,40,0,0,27,Private
13,1,3,5,0,1,0,0,40,0,0,61,Private
11,0,1,2,0,1,0,0,40,0,1,32,Local-gov
14,0,3,2,0,1,0,0,40,0,0,40,Private
13,2,8,1,4,0,0,0,40,0,0,35,Private
8,0,5,2,0,1,0,0,60,0,1,36,Private
8,0,2,2,4,1,0,0,36,0,0,34,Private
8,2,12,1,0,0,0,0,36,0,0,19,Local-gov
8,0,1,2,0,1,0,0,40,0,0,36,Private
8,1,8,5,4,0,0,625,40,0,0,40,Private
8,0,1,2,0,1,0,0,40,0,0,62,Private
10,0,5,2,0,1,0,0,80,0,1,30,Private
7,1,1,3,0,1,0,0,40,0,0,45,Private
9,2,3,3,0,0,0,0,45,0,0,27,Private
5,1,7,1,0,1,0,0,35,0,0,26,Private
14,2,5,3,4,1,0,0,65,0,0,41,Private
13,2,4,3,0,0,4650,0,50,0,0,34,Private
8,2,2,1,2,0,0,0,35,0,0,19,Private
8,3,8,4,0,0,0,0,35,0,0,43,Local-gov
13,1,0,3,0,0,0,0,45,0,0,48,Private
8,2,2,3,4,1,0,0,40,28,0,21,Private
14,1,5,5,0,0,9562,0,32,0,1,49,Local-gov
8,1,7,5,0,0,0,0,40,0,0,51,Private
8,0,1,2,0,1,0,0,40,0,1,40,Private
9,0,10,2,0,1,0,0,40,0,0,26,Private
11,2,5,3,0,0,0,0,42,0,0,27,Private
8,0,4,2,0,1,10605,0,40,0,1,66,Private
13,2,8,1,0,0,0,0,40,0,0,23,Private
13,0,4,2,0,1,0,0,72,0,0,26,Private
3,3,2,3,0,0,0,0,38,0,0,47,Private
12,0,12,2,2,1,0,0,40,0,0,48,Local-gov
8,0,1,2,0,1,0,0,44,0,0,37,Private
2,0,9,2,0,1,0,0,40,0,0,72,Self-emp-not-inc
12,0,4,2,0,1,0,0,20,0,0,57,Self-emp-not-inc
8,2,1,3,0,1,4865,0,35,0,0,21,Self-emp-not-inc
9,0,10,2,0,1,0,0,60,0,1,58,Private
12,0,4,2,0,1,0,0,40,0,1,40,Private
8,2,8,1,0,0,0,0,40,0,0,22,Private
8,1,2,1,0,0,0,0,32,0,0,47,Local-gov
12,2,1,1,0,1,0,0,40,0,0,31,State-gov
6,5,2,5,4,0,0,0,40,18,0,55,Private
8,0,4,2,0,1,0,0,48,0,0,36,Private
8,0,1,2,0,1,99999,0,40,0,1,41,Self-emp-not-inc
2,0,2,0,0,0,0,0,40,36,0,38,Private
8,2,10,3,0,1,0,0,40,0,0,31,Private
11,2,6,3,0,1,0,0,25,0,0,23,Private
9,3,7,3,0,1,0,0,40,0,0,30,Private
13,0,4,2,0,1,0,0,50,0,1,60,State-gov
8,0,2,2,0,1,0,1573,45,0,0,39,Self-emp-not-inc
8,5,1,5,0,1,0,0,40,29,0,44,Private
8,2,8,1,0,0,0,0,40,0,0,18,Private
9,2,0,3,0,1,0,0,40,0,0,33,Local-gov
2,0,6,2,0,1,0,0,40,20,0,48,Private
8,2,9,1,0,1,0,0,40,0,0,32,Local-gov
9,0,10,2,0,1,5178,0,40,0,1,38,Private
8,1,10,3,0,1,0,0,40,0,0,34,Private
5,2,2,4,0,1,0,0,40,0,0,19,Private
14,0,5,2,3,1,0,0,40,7,1,63,Private
10,0,5,2,0,1,0,0,60,0,0,27,State-gov
9,2,5,3,0,0,0,0,40,0,0,22,Private
9,2,3,1,4,1,0,0,40,0,0,28,Private
10,0,5,2,0,1,0,0,40,0,1,63,State-gov
8,2,4,3,0,0,0,0,40,0,0,26,Private
9,1,8,5,0,0,0,0,38,0,0,43,Private
9,2,5,5,4,0,0,0,15,0,0,37,State-gov
12,0,4,0,0,0,7688,0,55,0,1,39,Private
8,0,1,2,0,1,3137,0,16,0,0,58,Private
13,0,5,2,0,1,0,0,65,0,1,37,Private
4,2,2,1,0,0,0,0,40,0,0,20,Private
8,2,6,1,0,0,0,0,20,0,0,44,Private
9,1,7,3,0,0,0,0,25,0,0,39,Private
11,2,0,3,0,1,0,0,40,0,0,33,Private
13,0,3,2,0,1,0,0,40,0,0,45,Private
10,0,5,2,0,1,0,0,55,0,1,47,Private
8,1,0,5,0,0,0,0,36,0,0,42,Private
8,1,2,3,0,0,0,0,28,0,0,31,Private
9,2,8,3,0,0,0,0,40,0,0,23,Private
14,2,5,3,1,0,0,0,40,15,0,44,Private
8,2,1,1,0,1,0,0,38,0,0,30,Private
2,1,7,3,0,0,0,0,40,20,0,41,Private
13,2,3,1,0,0,0,0,40,0,0,22,Private
10,0,5,2,0,1,0,0,40,0,1,64,Private
8,0,3,2,0,1,0,0,40,0,0,32,Private
8,2,2,3,0,1,0,0,35,0,0,21,Private
8,0,8,0,0,0,0,0,40,0,0,33,Private
8,0,7,2,0,1,0,0,40,0,0,28,Private
8,0,7,2,0,1,0,0,40,0,1,51,Private
13,1,5,3,3,0,0,0,40,0,0,36,State-gov
13,0,4,0,0,0,0,0,40,0,1,27,Private
12,2,8,4,4,0,0,2001,40,0,0,53,Private
8,2,7,3,0,1,0,0,30,0,0,22,Private
8,0,4,2,0,1,0,0,40,0,0,49,Private
5,1,7,5,4,0,0,0,40,0,0,36,Private
13,2,4,3,0,0,0,0,35,0,0,55,Private
6,2,7,1,0,1,0,0,21,0,0,18,Private
13,1,10,5,0,0,0,0,40,0,0,24,Private
8,0,4,1,0,1,0,0,40,0,0,27,Private
8,1,1,5,4,1,0,0,40,0,0,35,Private
13,0,5,2,0,1,99999,0,42,0,1,42,Private
6,0,2,2,0,1,0,0,40,0,0,42,Private
1,0,2,2,4,1,0,0,36,0,0,72,Private
8,1,9,3,0,1,0,0,40,0,0,30,Private
9,4,3,5,0,0,0,0,40,0,0,54,Private
8,0,1,2,0,1,0,0,40,0,0,37,Private
8,0,1,2,0,1,7298,0,50,0,1,52,Private
9,1,12,3,0,1,0,0,40,0,0,29,Private
8,4,11,5,0,0,0,0,25,0,0,66,Private
13,0,4,2,0,1,7688,0,40,0,1,40,Private
8,0,8,2,0,1,0,0,48,0,0,56,Private
13,0,4,2,0,1,0,0,50,0,1,49,Private
9,1,0,3,0,1,0,0,50,0,0,40,Private
13,1,5,5,0,0,0,0,40,0,0,45,Private
8,0,7,2,0,1,0,0,40,0,1,38,Private
9,0,3,2,0,1,0,0,40,0,0,26,Private
3,2,9,4,0,1,0,0,50,0,0,24,Self-emp-not-inc
8,4,3,3,0,0,0,0,7,0,0,73,Private
14,0,5,2,0,1,0,0,8,0,1,59,State-gov
13,0,2,2,4,1,0,0,35,0,0,42,Private
8,2,10,3,0,1,0,0,40,0,0,25,Private
12,0,9,2,0,1,0,0,40,0,0,35,Self-emp-not-inc
7,2,2,1,4,0,0,0,18,0,0,18,Private
9,2,8,3,0,1,0,1669,45,0,0,43,Private
13,2,3,3,0,1,0,0,25,0,0,22,Private
8,0,1,2,0,1,0,0,40,0,0,29,Private
6,2,1,3,0,1,0,0,40,3,0,45,Private
6,2,1,3,0,1,0,0,40,0,0,28,Private
13,0,3,2,0,1,0,0,40,0,0,26,Private
8,0,8,0,4,0,0,0,35,0,0,34,Private
8,2,1,3,0,1,0,0,10,0,0,20,Local-gov
9,2,2,3,0,0,0,0,35,0,0,22,Private
9,2,8,1,0,0,0,0,20,0,0,18,Self-emp-inc
7,0,8,2,0,1,0,0,40,0,0,47,Private
9,0,7,2,0,1,0,1902,40,0,1,28,Private
10,1,0,5,0,1,0,0,40,0,1,58,Private
8,2,3,1,0,0,0,0,33,0,0,18,Private
6,0,3,2,0,1,0,0,55,0,0,56,Private
9,1,8,5,4,0,0,0,40,0,0,49,Private
9,1,7,3,0,0,0,0,40,0,0,45,Private
8,0,4,2,0,1,0,0,50,0,0,43,Self-emp-not-inc
1,0,7,2,0,1,0,0,40,12,0,64,Private
12,0,1,2,0,1,0,0,35,0,0,45,Private
14,0,5,2,0,1,15024,0,40,28,1,52,Federal-gov
11,2,8,3,0,1,0,0,38,12,0,51,Local-gov
5,0,2,2,0,1,0,0,40,0,0,43,Local-gov
6,2,3,1,0,1,0,0,22,0,0,17,Private
8,0,6,2,0,1,0,0,40,0,0,63,Private
14,1,4,3,0,1,0,0,50,0,1,47,State-gov
8,2,8,4,4,1,0,0,40,0,0,31,Private
5,2,2,1,0,0,0,0,15,0,0,17,Private
8,0,10,2,0,1,0,0,50,0,0,23,Private
9,2,2,3,0,1,0,0,25,0,0,18,Private
12,2,8,1,0,0,0,0,40,0,0,24,State-gov
8,0,4,2,0,1,0,0,45,0,1,45,Private
13,0,5,2,0,1,20051,0,35,0,1,70,Private
8,0,10,2,0,1,0,0,50,0,1,43,Private
9,1,8,5,0,0,0,0,40,0,0,35,Private
13,0,1,2,0,1,0,0,40,0,1,30,Self-emp-inc
8,1,8,5,4,0,0,0,40,0,0,35,Private
8,0,6,2,0,1,0,0,52,0,1,53,Private
8,2,2,1,0,0,0,0,15,0,0,17,Private
8,2,2,3,4,0,0,0,50,0,0,63,Private
10,0,5,2,0,1,0,1902,50,0,1,43,Self-emp-not-inc
9,2,3,5,0,0,0,0,40,0,0,25,Private
13,0,5,0,0,0,0,0,50,0,1,37,Private
12,2,10,1,4,1,0,0,40,1,0,28,Private
9,1,8,3,0,0,0,0,50,0,0,35,Private
8,0,2,2,4,1,0,0,40,0,0,46,State-gov
12,0,12,2,0,1,0,0,40,17,1,50,State-gov
12,2,0,3,0,1,0,0,40,0,0,31,Private
9,2,10,4,0,1,0,0,40,0,0,20,Private
14,0,5,0,4,0,0,1887,38,0,1,54,Local-gov
8,2,6,3,4,1,0,0,40,0,0,36,Private
13,0,4,2,0,1,0,0,60,0,1,35,Private
6,0,12,2,0,1,0,0,36,0,0,61,Private
9,0,10,2,4,1,0,0,35,0,1,56,Private
8,1,7,3,0,0,0,0,50,0,0,34,Private
9,0,4,2,0,1,0,0,60,0,1,41,Private
13,0,2,0,0,0,0,0,40,0,0,25,State-gov
9,0,1,2,0,1,0,0,60,0,0,45,Self-emp-not-inc
8,1,3,5,3,0,0,0,40,20,0,31,Private
9,0,1,2,0,1,0,0,40,0,0,25,Private
8,3,5,3,0,0,0,0,40,0,0,62,Private
15,4,5,3,4,1,8614,0,50,0,1,64,State-gov
8,0,4,2,0,1,0,0,60,0,0,37,Private
8,2,7,1,0,1,0,0,40,0,0,22,Private
11,0,3,2,0,1,0,0,25,0,1,58,Self-emp-not-inc
8,0,5,2,0,1,0,0,40,0,0,47,Private
13,0,5,2,4,1,0,0,40,0,0,27,Local-gov
9,0,0,2,0,1,0,0,40,0,1,65,Private
8,0,3,2,0,1,0,0,40,0,0,56,Private
9,2,5,3,0,1,0,0,60,0,0,32,Self-emp-not-inc
13,0,5,2,0,1,0,0,40,0,1,41,Private
11,0,5,2,0,1,0,0,40,0,1,38,Private
8,2,8,3,0,1,0,0,40,0,0,23,Private
9,2,2,1,0,0,0,1721,24,0,0,21,Private
8,0,10,2,0,1,0,0,40,0,1,53,Federal-gov
8,2,8,4,2,1,0,0,40,0,0,58,Federal-gov
8,2,2,3,0,0,0,0,32,0,0,37,Private
6,0,7,2,0,1,0,0,48,0,1,51,Private
8,1,4,3,0,0,0,0,27,0,0,60,Private
14,1,5,5,0,0,0,0,30,0,1,39,Local-gov
9,2,1,3,1,1,0,0,45,15,0,29,Private
13,1,0,5,0,0,0,0,50,0,0,52,Private
9,0,8,2,0,1,0,1887,40,0,1,40,Federal-gov
9,2,8,5,4,0,0,0,40,37,0,23,Private
12,4,8,5,0,0,0,0,40,0,0,69,Private
13,2,5,3,0,0,0,0,10,0,0,22,Private
8,0,3,2,0,1,0,0,40,0,1,23,Private
8,0,4,0,0,0,0,0,45,0,0,35,Private
8,0,2,2,0,1,0,0,40,0,1,51,State-gov
9,0,3,2,0,1,0,0,45,0,0,43,Private
5,2,1,1,0,0,0,0,30,0,0,17,Private
12,2,3,3,2,1,2597,0,45,0,0,34,Private
8,2,2,1,1,0,0,0,40,0,0,21,State-gov
8,2,8,5,0,0,0,0,40,0,0,34,Private
14,0,4,0,0,0,7688,0,40,0,1,48,Local-gov
9,0,9,2,0,1,0,0,60,0,1,43,Self-emp-not-inc
11,0,1,2,0,1,0,1848,46,0,1,48,Private
8,0,10,2,0,1,0,0,42,0,0,46,Private
13,0,3,2,0,1,0,0,40,0,1,35,Private
9,0,5,2,0,1,0,0,40,0,1,49,Self-emp-not-inc
8,0,8,2,0,1,3137,0,40,0,0,24,Private
8,2,8,5,4,0,0,0,40,0,0,43,Private
9,2,8,3,0,1,0,0,48,0,0,38,Private
9,0,1,2,0,1,0,0,40,0,0,34,Private
6,2,3,1,4,1,0,0,8,0,0,18,Private
9,5,4,3,0,1,0,0,80,23,0,44,Self-emp-not-inc
8,0,2,2,0,1,0,0,40,0,1,34,Private
8,0,10,2,0,1,0,0,65,0,0,51,Self-emp-inc
8,0,4,2,0,1,0,0,45,0,0,30,Self-emp-inc
14,0,5,2,0,1,0,0,40,0,1,31,Private
9,2,7,1,0,1,0,0,40,0,0,24,Private
2,2,6,3,0,1,0,0,40,20,0,26,Private
9,2,8,1,0,0,0,0,40,32,0,27,Private
13,0,5,2,0,1,0,0,40,0,1,36,Private
13,2,4,3,0,1,0,0,40,0,0,26,Self-emp-inc
5,2,2,1,0,1,0,0,40,0,0,17,Private
9,3,8,4,3,0,0,0,40,26,0,25,Private
8,2,3,1,0,1,0,0,40,0,0,28,Private
8,0,9,2,0,1,0,0,45,0,1,39,Self-emp-not-inc
9,0,8,1,0,0,0,0,30,0,1,36,Private
13,0,4,0,0,0,0,0,40,0,1,29,Private
11,1,3,3,0,1,0,0,40,0,0,41,Private
8,2,1,1,0,1,0,0,40,0,0,21,Private
11,2,1,3,0,1,0,0,48,0,0,41,Private
9,0,1,2,0,1,0,0,50,0,0,23,Private
8,4,11,4,4,0,0,0,8,0,0,70,Private
9,1,8,5,4,0,0,0,30,0,0,32,Private
13,4,9,3,0,1,0,0,40,0,1,72,Self-emp-not-inc
9,0,3,2,0,1,0,0,50,0,0,40,Private
9,0,1,2,0,1,0,0,43,0,1,38,Private
8,0,8,0,0,0,0,0,40,0,0,30,Private
8,0,1,2,0,1,0,0,40,0,0,26,Private
9,2,3,1,0,0,0,0,12,0,0,24,Private
7,2,3,1,0,0,0,0,20,0,0,17,Private
6,0,1,2,0,1,0,0,35,0,1,42,Private
8,1,1,3,0,1,0,0,40,0,0,46,Private
3,2,1,1,0,1,0,0,40,0,0,28,Private
8,0,10,2,0,1,0,0,40,0,1,51,Private
14,1,5,5,0,0,0,0,40,0,0,52,Private
7,2,2,1,0,0,0,0,20,0,0,18,Private
5,0,1,2,0,1,0,0,40,0,0,59,Self-emp-not-inc
13,2,5,3,0,0,4650,0,25,0,0,36,Private
8,1,6,3,0,1,0,0,40,0,0,39,Private
5,0,4,2,0,1,0,0,30,0,0,66,Self-emp-not-inc
13,0,4,2,0,1,0,0,55,0,1,35,Private
8,0,1,2,0,1,0,0,40,0,0,34,Self-emp-inc
8,2,2,3,0,0,0,0,30,0,0,27,Private
11,0,1,2,0,1,0,0,43,0,0,29,Private
14,2,4,3,0,1,0,0,45,0,0,25,Private
8,0,7,2,0,1,0,0,40,0,1,43,Private
8,0,7,2,0,1,0,0,40,0,0,56,Private
9,3,2,3,0,1,0,0,21,0,0,47,Private
8,1,1,3,0,1,0,0,40,0,0,50,Private
9,0,7,0,0,0,0,0,40,0,0,39,Self-emp-not-inc
9,1,0,5,0,0,0,0,40,0,0,31,Private
9,0,1,2,0,1,3103,0,35,0,1,46,Self-emp-not-inc
8,0,12,2,0,1,0,0,40,0,1,42,Local-gov
8,0,1,2,0,1,0,0,40,0,1,47,Private
8,2,3,1,0,1,0,0,40,0,0,21,Private
8,0,8,2,0,1,0,0,40,0,0,55,Private
8,0,12,2,1,1,0,0,40,0,1,27,Local-gov
6,0,10,2,0,1,0,0,40,0,0,34,Private
5,0,4,2,0,1,0,0,40,0,0,54,Local-gov
8,1,8,3,0,0,0,0,40,0,0,51,Private
13,2,3,3,0,1,0,0,40,0,0,26,Private
12,0,1,2,0,1,0,0,42,0,0,48,Private
13,1,2,3,0,0,0,0,35,0,0,65,Self-emp-not-inc
13,2,4,3,0,1,0,0,40,0,0,29,Private
2,0,4,2,1,1,99999,0,40,11,1,59,Self-emp-inc
5,2,6,1,0,1,0,0,15,0,0,17,Private
5,1,8,5,0,0,0,0,40,0,0,50,Private
13,0,5,2,0,1,7688,0,40,0,1,41,Local-gov
6,0,1,2,0,1,0,0,40,0,0,46,Private
9,2,2,3,0,0,0,0,18,0,0,21,Private
6,2,10,5,0,1,0,0,30,0,0,30,Private
3,4,11,5,4,0,1264,0,10,0,0,73,Private
5,1,7,5,0,0,0,0,40,0,0,52,Private
9,0,7,2,0,1,0,0,40,0,1,28,Private
13,2,0,3,0,0,0,1564,40,4,1,49,Private
14,2,4,3,0,0,0,0,52,0,0,32,Self-emp-inc
9,2,2,3,0,1,0,0,40,0,0,28,Private
13,2,7,3,0,1,0,0,46,0,0,33,Private
3,3,7,5,4,0,0,0,40,0,0,42,Private
8,0,10,2,0,1,0,0,99,0,0,39,Private
8,1,8,5,0,1,0,0,40,0,0,46,Federal-gov
7,4,3,3,0,0,0,0,30,0,0,81,Private
9,2,3,1,0,0,0,0,15,0,0,18,Private
8,0,8,2,0,1,0,0,40,0,0,26,Private
8,0,7,2,0,1,0,0,50,3,0,28,Private
8,2,1,3,4,1,0,0,40,0,0,34,Private
6,4,7,3,0,0,0,0,40,7,0,64,Private
14,2,5,1,0,0,0,0,40,0,0,25,Private
8,3,1,5,0,1,0,0,49,0,0,34,Private
8,0,1,2,0,1,0,0,40,0,0,56,Private
9,1,5,3,0,1,0,0,40,0,0,38,Self-emp-inc
14,0,4,2,0,1,0,0,70,0,1,51,Private
13,1,5,3,4,1,0,0,38,0,0,43,Private
8,0,1,2,0,1,3908,0,72,0,0,39,Private
14,0,5,2,0,1,0,0,45,0,1,54,Private
9,3,2,1,0,0,0,0,39,0,0,53,Private
8,3,2,3,0,1,0,0,40,0,0,30,Private
8,2,5,5,4,0,0,0,40,0,0,24,Federal-gov
8,0,1,2,0,1,0,1902,40,0,1,32,Private
9,0,4,2,0,1,0,0,55,0,1,39,Private
13,2,12,3,0,0,0,0,48,0,0,32,Local-gov
4,2,9,3,0,1,0,0,40,3,0,42,Private
8,1,2,5,0,0,0,0,15,0,0,51,Private
15,0,5,2,0,1,99999,0,50,0,1,50,Private
13,0,4,2,0,1,0,1902,60,0,1,51,Private
13,2,4,3,0,1,0,1876,55,0,0,35,Private
8,0,2,0,0,0,0,1902,35,0,1,29,Private
8,1,5,3,0,0,0,0,40,0,0,45,Private
13,0,3,2,0,1,0,0,40,0,1,33,Private
8,1,0,5,2,0,0,0,40,0,0,35,Private
8,0,2,2,0,1,0,0,40,0,0,35,Private
7,0,6,2,0,1,0,0,40,0,0,28,Private
9,1,4,3,0,0,0,0,60,0,0,36,Private
8,2,12,3,4,1,0,0,11,0,0,21,Private
6,1,2,3,0,0,0,0,40,0,0,41,Self-emp-not-inc
9,0,1,2,0,1,0,0,50,0,0,36,Private
6,0,6,2,0,1,0,0,40,16,0,49,Local-gov
8,2,8,3,0,1,0,0,44,0,0,45,Private
8,0,1,2,0,1,0,0,40,0,0,38,Private
9,1,6,3,0,1,2174,0,40,0,0,29,Private
3,1,2,4,1,0,0,0,40,15,0,66,Private
9,1,4,5,0,0,0,0,40,0,0,35,Private
9,0,10,2,0,1,0,0,60,0,0,55,Private
5,2,9,3,0,1,0,0,40,0,0,29,Local-gov
9,4,4,3,0,0,0,0,25,0,0,64,Federal-gov
11,1,5,5,0,0,0,0,36,0,0,36,Private
9,0,5,2,0,1,0,0,40,0,0,36,Private
5,0,6,2,0,1,0,0,38,0,0,26,Private
9,0,3,2,4,1,0,0,60,0,1,48,Private
8,0,3,0,0,0,0,0,40,0,0,53,Private
3,4,2,5,0,0,0,0,21,0,0,45,Private
12,2,2,3,0,0,0,1762,40,0,0,22,Private
8,0,6,2,0,1,0,0,40,0,0,37,Private
9,2,8,3,0,0,0,0,45,0,0,25,Private
8,0,8,0,0,0,0,0,40,0,0,53,Private
13,2,4,3,0,1,0,0,40,0,0,27,Private
13,4,9,5,0,0,0,0,6,0,0,70,Self-emp-inc
14,0,5,2,0,1,0,0,50,0,0,30,Private
12,0,1,2,0,1,0,0,40,0,0,42,Private
5,0,4,0,4,0,0,0,40,0,0,52,Self-emp-not-inc
14,1,5,5,0,1,0,0,55,0,0,59,Self-emp-inc
8,1,8,5,0,0,0,2339,40,0,0,51,Private
8,2,8,1,0,0,0,0,10,0,0,18,Private
8,0,2,2,0,1,0,0,40,0,0,36,Private
9,1,7,3,4,1,0,0,40,0,0,33,Private
12,2,8,5,4,0,0,0,30,0,0,31,Private
13,2,5,3,0,0,0,0,40,0,0,45,Private
13,1,3,5,0,1,0,0,45,0,1,38,Private
8,3,6,3,4,1,0,0,45,0,0,51,Private
13,0,3,2,0,1,0,0,40,0,1,26,Private
9,2,2,1,0,1,0,0,40,0,0,20,Private
12,0,3,2,0,1,0,0,63,0,0,41,Private
13,4,4,5,0,1,0,0,50,0,0,51,Self-emp-not-inc
14,0,5,2,0,1,0,0,40,0,0,50,Local-gov
13,0,5,2,0,1,0,0,20,5,0,24,Local-gov
8,2,12,5,0,1,0,0,35,0,0,29,Private
8,2,7,5,0,0,0,0,40,13,0,35,Private
8,1,5,5,0,0,0,0,40,0,0,33,State-gov
14,0,5,2,0,1,7298,0,35,0,1,54,Federal-gov
13,0,4,2,0,1,3818,0,44,0,0,46,Private
14,0,4,2,0,1,0,0,55,0,1,34,Private
6,3,5,5,3,0,0,0,30,0,0,36,Local-gov
9,2,4,3,0,1,0,0,40,0,0,23,Private
8,2,8,3,4,1,0,0,40,18,0,28,Private
9,0,1,2,4,1,0,0,38,0,1,44,Private
13,1,4,3,0,1,0,0,20,0,0,46,Self-emp-not-inc
8,1,2,4,0,1,0,0,40,0,0,38,Private
4,2,6,1,0,1,0,0,40,0,0,20,Private
9,0,4,2,0,1,0,0,45,0,1,30,Private
12,1,1,3,0,1,0,0,40,0,0,31,Private
12,1,3,3,0,0,0,0,44,0,0,45,Private
8,0,1,2,0,1,0,0,40,0,0,32,Local-gov
13,0,4,2,0,1,0,0,40,0,1,57,Private
8,0,1,2,1,1,0,0,60,15,1,37,Self-emp-not-inc
10,0,5,2,0,1,0,0,50,0,1,28,Private
13,0,5,2,0,1,0,0,50,0,1,42,Private
5,0,5,2,0,1,0,0,40,0,0,59,Private
5,2,2,3,4,1,0,0,20,0,0,18,Private
8,1,2,3,0,0,0,0,40,0,0,49,Private
9,2,1,3,0,1,0,0,50,0,1,32,Self-emp-not-inc
9,0,4,2,0,1,0,0,36,0,0,55,Private
9,0,1,2,0,1,0,0,47,0,1,53,Private
14,0,4,2,0,1,0,0,50,0,1,36,Private
13,0,1,2,0,1,0,0,52,0,1,32,State-gov
