@relation adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4

@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {<=50K,>50K}

@data
35,5,8,2,2,4,0,1,0,0,40,0,<=50K
34,0,5,2,9,3,0,1,0,0,40,0,<=50K
33,1,13,2,5,3,0,1,0,1974,30,0,<=50K
35,0,9,1,7,3,0,0,0,0,40,0,<=50K
22,0,9,2,8,1,0,1,0,0,40,0,<=50K
33,0,14,0,5,2,0,1,0,0,45,0,<=50K
30,0,6,1,2,5,0,0,0,0,32,0,<=50K
27,0,8,2,2,1,0,1,0,0,20,0,<=50K
21,0,9,2,5,3,0,0,0,0,25,0,<=50K
21,0,8,2,2,4,0,0,1055,0,35,0,<=50K
31,0,8,0,1,2,0,1,0,0,40,0,<=50K
18,0,9,2,3,1,0,0,0,0,15,0,<=50K
37,0,8,1,7,5,0,1,0,0,40,0,<=50K
41,0,15,0,5,2,0,1,0,0,60,0,<=50K
41,0,8,1,6,5,0,1,0,0,48,0,<=50K
19,5,8,2,2,3,0,0,0,0,18,0,<=50K
42,5,13,2,4,3,0,0,0,0,38,0,<=50K
34,0,11,0,3,2,0,1,0,0,38,0,>50K
28,0,13,2,4,1,0,0,0,0,45,0,<=50K
50,3,8,2,8,1,0,1,0,0,40,0,<=50K
60,0,8,0,4,2,0,1,0,0,50,0,<=50K
45,0,12,0,1,2,0,1,0,0,40,0,<=50K
35,0,8,2,7,3,0,1,0,0,40,0,<=50K
35,0,14,2,5,3,0,0,0,0,38,0,>50K
27,0,13,2,4,4,0,0,0,0,40,0,<=50K
19,0,9,2,0,1,0,1,0,0,20,0,<=50K
35,5,14,2,8,3,0,1,0,0,40,0,<=50K
51,0,8,0,7,2,0,1,0,0,45,0,<=50K
32,0,8,1,8,3,0,0,0,0,68,0,<=50K
35,0,0,0,1,2,0,1,0,0,38,20,<=50K
18,0,6,2,2,1,0,0,0,0,20,0,<=50K
39,0,8,2,8,3,0,1,0,0,48,0,<=50K
50,0,9,0,2,2,0,1,0,0,33,0,<=50K
25,0,11,2,4,3,0,0,0,0,40,0,<=50K
50,0,8,0,4,2,0,1,0,0,40,0,<=50K
53,0,8,0,12,2,0,1,0,0,40,0,<=50K
31,0,8,0,4,2,1,1,0,0,45,0,>50K
59,4,8,0,2,2,0,1,0,0,40,0,<=50K
62,0,8,1,2,3,0,0,0,0,40,0,<=50K
66,5,8,0,7,0,0,0,1424,0,10,0,<=50K
39,0,9,2,3,3,0,1,0,0,41,0,<=50K
28,0,8,0,7,2,0,1,0,0,40,0,<=50K
42,0,13,2,4,5,0,0,0,0,50,0,<=50K
49,0,13,1,4,3,0,1,0,0,45,0,<=50K
47,0,6,0,10,2,4,1,0,0,40,0,<=50K
60,0,8,0,4,2,1,1,0,0,45,0,>50K
27,0,9,2,6,4,0,1,0,0,30,20,<=50K
41,0,8,1,10,3,0,1,0,0,45,0,<=50K
47,1,8,0,1,2,4,1,3103,0,50,0,>50K
18,4,9,2,4,1,0,1,0,0,12,0,<=50K
32,0,13,2,4,3,0,0,0,0,45,0,<=50K
22,0,9,2,10,5,4,1,0,0,15,0,<=50K
17,0,7,2,2,1,0,0,0,0,24,0,<=50K
51,0,8,0,1,2,0,1,0,0,40,0,<=50K
33,0,8,0,8,1,0,0,0,0,40,0,<=50K
44,0,8,0,8,0,0,0,0,0,20,0,<=50K
22,0,8,2,3,1,3,1,0,0,40,0,<=50K
42,0,8,0,6,2,0,1,0,0,40,0,<=50K
22,0,9,2,2,1,0,0,0,0,40,0,<=50K
25,0,6,0,1,2,1,1,0,0,40,15,>50K
24,4,13,2,5,3,0,0,0,0,40,0,<=50K
31,0,9,2,4,3,0,0,0,0,40,0,<=50K
24,0,8,2,2,3,0,0,0,0,40,0,<=50K
34,0,10,2,5,3,0,0,10520,0,40,0,>50K
26,0,13,2,6,1,0,1,0,0,44,0,<=50K
66,1,8,0,1,2,0,1,0,0,20,0,<=50K
59,0,13,0,3,2,0,1,0,0,40,0,<=50K
50,0,12,0,10,2,0,1,0,0,65,0,<=50K
35,0,13,1,10,3,0,1,0,0,40,0,<=50K
24,0,8,0,1,2,0,1,0,0,50,0,<=50K
44,0,8,0,10,2,0,1,0,0,40,0,<=50K
22,0,9,2,1,3,0,1,0,0,40,0,<=50K
53,5,15,0,5,2,0,1,0,1902,50,0,>50K
37,0,14,0,4,2,0,1,15024,0,60,0,>50K
31,1,8,0,1,2,0,1,7298,0,45,0,>50K
43,4,9,0,9,2,0,1,0,0,40,0,<=50K
25,0,8,5,10,3,0,1,0,0,55,0,<=50K
47,0,13,1,8,3,0,0,0,0,35,0,<=50K
20,0,9,2,3,1,0,0,0,0,10,0,<=50K
24,0,12,2,3,3,0,1,0,0,30,0,<=50K
45,0,9,1,11,3,0,0,0,0,29,0,<=50K
35,0,8,0,3,2,0,1,0,0,45,0,<=50K
38,0,6,1,10,5,0,1,0,0,55,0,<=50K
43,3,10,0,4,2,0,1,0,0,60,0,<=50K
33,0,14,0,4,2,0,1,0,0,60,0,>50K
46,1,8,0,9,2,0,1,0,0,40,0,<=50K
29,0,9,0,3,2,0,1,0,0,50,0,>50K
58,0,8,0,4,2,0,1,0,0,40,0,>50K
47,5,15,0,5,2,1,1,0,0,40,7,>50K
31,0,8,0,1,2,1,1,0,0,40,0,<=50K
34,0,9,0,4,0,0,0,0,0,48,0,>50K
32,0,8,2,1,3,0,1,4787,0,40,0,>50K
42,0,12,0,8,2,0,1,0,0,50,0,<=50K
32,0,13,0,5,2,0,1,0,0,40,0,>50K
45,1,8,0,4,2,0,1,0,0,60,0,<=50K
58,0,14,0,4,2,0,1,0,0,46,0,>50K
26,0,8,0,8,2,0,1,0,0,40,0,<=50K
53,0,8,0,5,2,0,1,0,0,40,0,>50K
25,0,13,2,3,1,0,1,0,0,50,0,<=50K
20,0,8,2,1,3,0,1,0,0,40,0,<=50K
57,1,8,0,1,2,0,1,3137,0,40,0,<=50K
37,0,3,0,5,0,0,0,0,0,40,0,<=50K
20,0,8,2,6,1,0,1,0,0,40,0,<=50K
58,1,9,0,5,2,0,1,0,0,45,0,<=50K
23,0,9,2,3,1,0,1,0,0,25,4,<=50K
55,2,2,0,3,2,0,1,0,0,40,12,<=50K
47,3,9,0,8,2,0,1,0,0,48,0,>50K
17,0,7,2,2,1,0,1,0,0,20,0,<=50K
27,0,9,0,8,0,0,0,0,1902,30,0,>50K
43,0,8,0,2,2,0,1,0,1887,80,0,>50K
17,0,7,2,8,1,0,0,594,0,20,0,<=50K
34,5,13,3,4,5,4,0,0,0,38,0,<=50K
57,2,13,0,4,2,0,1,0,2415,40,0,>50K
19,0,7,2,7,4,0,1,0,0,40,0,<=50K
26,0,13,2,4,3,0,1,0,0,40,0,<=50K
33,1,10,0,5,2,0,1,7688,0,50,0,>50K
22,0,8,2,6,5,3,1,0,0,35,0,<=50K
38,0,8,0,10,2,0,1,0,0,40,0,<=50K
48,0,8,1,2,3,0,0,0,0,40,0,<=50K
23,0,8,3,8,4,0,1,0,0,46,0,<=50K
67,5,8,0,4,2,0,1,3456,0,35,0,<=50K
44,5,15,0,5,0,0,0,7688,0,40,0,>50K
44,4,13,0,5,4,4,0,0,0,40,0,<=50K
30,0,9,2,4,3,0,0,0,0,40,0,<=50K
40,0,13,2,5,3,0,0,0,0,60,0,>50K
22,0,8,0,11,0,0,0,0,0,40,0,<=50K
20,0,9,2,3,1,0,0,0,0,20,0,<=50K
45,4,9,0,2,0,4,0,0,0,25,0,<=50K
45,0,6,3,0,5,0,0,0,0,40,3,<=50K
38,0,8,1,3,3,0,1,0,0,50,0,>50K
33,0,8,0,7,2,0,1,0,0,55,0,<=50K
61,0,8,0,8,2,0,1,0,0,40,0,<=50K
36,0,5,3,6,5,4,1,0,0,40,0,<=50K
19,0,9,1,8,3,0,0,0,0,20,0,<=50K
38,0,9,1,5,1,0,0,0,0,40,0,<=50K
46,0,14,2,4,3,0,1,4787,0,60,0,>50K
48,0,9,1,5,3,0,0,0,0,50,0,<=50K
40,5,9,0,12,2,0,1,0,0,40,0,<=50K
50,0,1,5,2,3,0,1,0,0,40,20,<=50K
28,5,13,2,5,3,0,1,0,0,65,0,>50K
55,2,8,3,3,3,0,0,0,0,60,0,<=50K
43,0,9,1,2,3,0,0,0,0,30,0,<=50K
20,0,8,2,2,1,0,0,0,0,40,0,<=50K
60,0,8,1,11,5,0,0,0,0,99,0,<=50K
36,0,9,3,3,5,0,0,0,0,40,0,<=50K
24,0,14,2,5,3,1,1,0,0,20,23,<=50K
30,0,8,0,0,2,0,1,0,0,40,0,>50K
52,4,8,0,10,2,0,1,0,0,40,3,>50K
36,0,13,0,4,2,0,1,0,1887,40,0,>50K
41,0,12,0,0,2,0,1,0,0,40,0,>50K
51,0,13,0,3,2,0,1,0,0,50,0,>50K
31,0,13,0,4,0,0,0,0,0,40,0,>50K
27,0,13,0,5,0,0,0,7298,0,45,2,>50K
36,0,13,0,3,2,0,1,0,1902,40,0,>50K
25,1,8,0,9,2,0,1,0,0,65,0,<=50K
25,0,12,2,8,3,0,0,0,0,42,0,<=50K
24,0,13,2,0,3,0,1,0,0,20,0,<=50K
21,0,9,2,2,1,0,0,0,0,40,0,<=50K
48,2,9,0,9,2,0,1,0,0,50,0,<=50K
26,0,4,2,9,4,0,1,0,0,40,20,<=50K
20,0,8,2,10,1,0,0,0,0,35,0,<=50K
33,0,8,0,6,2,0,1,0,0,38,0,<=50K
32,0,7,0,2,0,0,0,0,0,40,0,<=50K
52,0,8,0,1,2,0,1,0,0,32,0,<=50K
48,0,8,4,8,5,0,0,0,0,24,0,<=50K
46,0,8,1,12,3,0,1,0,0,40,0,<=50K
30,0,5,0,1,2,0,1,0,0,45,0,<=50K
46,0,7,0,1,2,0,1,0,0,40,0,<=50K
68,2,6,0,3,2,0,1,0,1258,40,0,<=50K
54,0,9,1,8,5,0,0,0,0,40,0,<=50K
32,0,10,0,5,2,0,1,0,0,60,0,<=50K
33,2,9,2,4,3,0,0,0,0,60,0,<=50K
19,0,8,2,1,1,0,1,0,0,36,0,<=50K
50,0,8,0,3,0,4,0,0,1485,37,0,>50K
46,1,8,0,1,2,0,1,0,0,40,5,<=50K
43,0,7,0,3,2,0,1,0,0,40,16,<=50K
32,0,13,2,3,4,0,1,0,0,32,0,<=50K
28,0,8,0,1,2,0,1,0,0,40,0,>50K
19,0,6,2,2,1,0,1,0,0,40,0,<=50K
38,0,13,0,5,2,0,1,7688,0,40,0,>50K
35,0,12,0,0,2,0,1,0,0,52,0,>50K
32,0,8,2,2,1,0,1,2907,0,35,0,<=50K
28,0,7,2,1,3,0,1,0,0,40,0,<=50K
32,5,11,0,5,2,0,1,0,0,48,0,>50K
36,0,8,0,3,2,0,1,0,0,35,0,<=50K
32,4,9,1,12,3,0,1,0,1408,40,0,<=50K
36,0,5,1,1,5,0,0,0,0,40,0,<=50K
56,0,14,0,4,2,0,1,0,0,40,0,>50K
39,0,6,0,2,2,3,1,0,0,40,31,<=50K
24,0,8,2,8,1,1,1,0,2339,40,15,<=50K
33,0,0,2,9,3,0,1,0,0,40,20,<=50K
39,1,8,0,2,2,0,1,0,0,50,0,>50K
47,0,13,5,4,3,0,0,27828,0,60,0,>50K
65,2,13,0,4,2,0,1,9386,0,35,0,>50K
30,0,9,0,1,2,0,1,0,0,40,0,>50K
28,0,13,0,5,2,0,1,0,0,55,0,>50K
36,0,8,0,1,2,0,1,0,0,45,0,<=50K
42,1,9,1,1,5,0,1,0,0,55,0,<=50K
28,0,13,2,2,3,0,1,0,0,40,0,<=50K
69,1,13,0,4,2,0,1,0,1258,40,0,<=50K
36,0,3,2,7,5,0,1,0,0,60,0,<=50K
36,0,8,0,4,2,0,1,0,0,50,0,>50K
53,0,3,0,7,2,0,1,0,0,40,20,<=50K
46,2,13,0,2,2,4,1,0,1977,60,0,>50K
54,0,9,3,0,4,4,0,4101,0,40,0,<=50K
41,0,8,0,4,2,0,1,0,0,40,0,<=50K
30,0,13,2,3,3,0,0,0,0,35,0,>50K
34,5,9,1,12,5,4,1,0,0,47,0,<=50K
28,0,13,2,8,3,0,0,0,0,55,0,<=50K
58,0,8,2,3,4,4,0,0,0,40,0,<=50K
27,1,8,0,5,2,0,1,0,0,60,0,<=50K
47,0,2,3,2,5,0,0,0,0,40,0,<=50K
37,0,9,2,6,1,0,1,0,0,40,0,<=50K
57,0,8,0,1,2,0,1,0,0,40,0,<=50K
35,0,8,2,1,3,0,1,0,0,40,0,<=50K
38,2,14,0,4,2,0,1,0,0,60,0,>50K
63,0,8,0,4,1,4,0,0,0,40,0,<=50K
47,3,13,0,5,2,0,1,0,0,60,0,>50K
47,0,7,1,6,3,4,1,0,0,40,0,<=50K
45,0,6,1,1,3,0,1,0,0,40,0,<=50K
53,3,11,0,5,2,0,1,0,0,80,0,>50K
35,0,8,2,7,5,4,0,0,0,40,0,<=50K
22,0,8,5,8,4,0,0,0,0,40,0,<=50K
26,0,9,1,3,3,0,1,0,0,45,0,<=50K
45,4,13,0,5,2,0,1,0,0,50,0,>50K
31,0,11,1,5,1,0,0,0,0,40,0,<=50K
40,0,13,0,4,2,0,1,0,0,50,0,>50K
19,0,8,2,2,3,0,1,0,0,40,0,<=50K
30,0,9,1,1,3,0,1,0,0,40,0,<=50K
32,4,9,0,12,2,0,1,0,0,50,12,<=50K
33,3,15,0,5,2,0,1,0,0,40,0,<=50K
36,0,9,1,0,5,0,1,0,0,40,0,<=50K
56,0,6,0,0,0,4,0,0,0,40,0,<=50K
56,0,8,1,2,5,0,0,0,0,37,0,<=50K
33,0,3,0,7,2,4,1,0,0,40,0,<=50K
25,4,8,2,8,1,0,0,0,0,40,0,<=50K
31,0,8,0,10,2,4,1,0,0,37,0,<=50K
25,0,8,2,2,1,0,1,0,0,40,38,<=50K
54,0,8,0,4,2,0,1,0,0,48,0,>50K
37,0,9,0,1,2,0,1,0,0,40,0,<=50K
28,0,9,0,3,2,0,1,0,0,43,0,<=50K
26,5,9,2,8,3,0,0,0,0,40,0,<=50K
34,0,13,0,0,2,0,1,0,0,48,0,>50K
44,0,13,0,4,2,0,1,7688,0,50,0,>50K
42,0,8,0,1,2,0,1,0,0,60,0,>50K
47,0,4,0,1,2,0,1,4386,0,48,0,>50K
29,0,9,2,1,3,0,1,0,2258,45,0,>50K
30,0,8,0,3,2,0,1,0,0,65,0,<=50K
55,0,14,4,4,3,0,0,0,0,40,0,>50K
60,0,9,1,0,3,0,1,0,1408,50,0,<=50K
21,2,9,2,9,1,0,1,0,0,60,0,<=50K
17,0,6,2,2,1,0,1,0,0,15,0,<=50K
32,0,13,0,3,2,0,1,0,0,50,0,>50K
21,0,7,2,7,3,4,0,0,0,40,0,<=50K
29,5,14,0,0,2,0,1,0,0,50,5,<=50K
48,0,14,0,3,2,0,1,0,0,50,0,>50K
67,0,8,4,3,3,0,0,0,0,40,0,<=50K
49,0,13,0,4,2,0,1,0,0,75,0,>50K
22,1,9,2,3,1,0,1,0,0,20,0,<=50K
30,0,9,0,0,2,4,1,0,0,14,0,<=50K
22,0,8,2,7,1,0,1,0,0,40,0,<=50K
45,5,9,2,0,3,0,0,3325,0,60,0,<=50K
62,0,8,0,3,2,0,1,0,0,44,0,<=50K
38,0,13,2,3,3,0,1,0,0,48,0,>50K
38,4,8,1,1,3,0,1,0,0,40,0,<=50K
30,0,13,0,5,2,0,1,0,0,40,0,>50K
33,0,8,0,1,2,0,1,0,0,44,0,<=50K
39,0,9,0,7,2,0,1,0,0,60,0,<=50K
39,0,12,1,8,5,0,0,0,0,50,0,<=50K
25,0,13,2,5,1,0,1,0,0,35,0,<=50K
24,3,8,0,8,2,0,1,0,0,40,0,<=50K
25,0,13,2,3,3,0,1,0,1590,44,0,<=50K
50,2,13,0,4,2,0,1,0,0,40,0,>50K
59,0,8,0,10,2,0,1,0,0,40,0,>50K
26,4,13,2,5,3,0,0,0,0,50,0,<=50K
61,0,8,1,10,3,0,1,0,1564,40,0,>50K
43,0,9,0,5,2,0,1,0,0,40,0,>50K
33,0,9,0,7,2,0,1,0,0,50,0,<=50K
27,0,6,0,1,2,0,1,0,1740,40,0,<=50K
41,0,9,0,9,2,0,1,0,0,40,0,<=50K
35,0,13,2,5,3,0,1,0,0,45,0,<=50K
37,0,8,0,3,2,0,1,0,0,40,0,<=50K
18,0,8,2,3,3,0,1,0,0,40,0,<=50K
30,0,13,2,3,3,0,0,0,0,40,0,<=50K
42,0,8,2,8,1,0,0,0,0,35,0,<=50K
63,0,9,4,4,3,0,0,0,0,40,0,<=50K
29,0,9,2,2,3,0,0,0,0,34,0,<=50K
32,0,8,2,10,3,0,1,0,0,65,0,<=50K
18,0,8,2,3,1,0,1,0,0,40,0,<=50K
45,0,14,1,5,3,0,0,0,2258,55,0,<=50K
27,1,8,0,5,2,0,1,0,0,50,0,>50K
39,0,8,0,7,2,0,1,0,0,40,0,<=50K
41,0,13,0,8,2,0,1,0,0,50,0,<=50K
32,0,9,0,5,2,0,1,0,0,45,0,<=50K
51,0,8,0,10,2,0,1,0,0,40,0,<=50K
18,0,8,2,4,3,0,0,0,0,30,0,<=50K
26,0,13,2,4,3,0,1,0,0,20,0,<=50K
73,0,9,4,3,3,0,0,2538,0,20,0,<=50K
25,0,9,2,6,1,0,1,0,0,40,0,<=50K
17,0,5,2,2,1,4,1,0,0,15,0,<=50K
52,0,8,0,7,2,1,1,0,0,40,19,<=50K
31,0,14,2,4,3,0,0,99999,0,40,0,>50K
59,0,8,1,3,5,0,0,0,0,40,0,<=50K
64,1,8,0,10,2,0,1,0,0,50,0,<=50K
58,0,7,0,1,2,0,1,0,0,40,0,<=50K
27,3,9,0,8,2,4,1,0,0,32,0,<=50K
46,0,12,0,5,0,0,0,0,0,40,0,>50K
40,0,9,1,3,3,0,0,0,0,20,0,<=50K
59,2,8,0,3,2,0,1,0,0,40,0,<=50K
40,0,6,0,7,2,0,1,0,0,40,3,<=50K
51,4,13,2,5,3,0,0,0,0,55,0,<=50K
21,0,8,2,8,1,0,0,0,0,40,0,<=50K
27,3,9,2,7,1,0,1,0,0,40,0,<=50K
31,2,9,1,4,3,0,0,0,0,40,0,<=50K
35,1,9,1,9,5,0,1,0,0,50,0,<=50K
37,0,9,0,3,2,0,1,0,0,50,0,<=50K
19,0,6,2,2,1,0,0,0,0,15,5,<=50K
41,0,13,1,10,3,0,1,0,0,48,0,<=50K
27,0,8,0,1,2,0,1,3137,0,45,0,<=50K
33,0,13,2,5,3,0,1,0,0,40,0,<=50K
24,0,9,0,8,0,4,0,0,0,40,0,<=50K
30,0,2,0,7,2,0,1,0,0,40,20,<=50K
23,0,9,2,2,1,0,0,0,0,20,0,<=50K
42,2,13,0,4,2,0,1,0,0,50,0,>50K
33,0,8,0,7,2,0,1,0,0,40,0,<=50K
27,0,9,2,8,1,4,0,0,0,40,0,<=50K
30,2,13,2,4,3,0,1,0,2258,45,0,<=50K
31,0,11,2,4,4,0,0,0,0,40,0,<=50K
36,0,5,0,10,2,0,1,0,0,70,0,<=50K
22,0,9,2,8,3,0,1,0,0,55,0,<=50K
25,0,9,1,1,3,0,1,0,0,40,0,<=50K
75,1,12,1,5,3,0,0,15831,0,50,0,>50K
29,0,8,2,8,5,2,0,0,0,40,0,<=50K
40,0,15,0,5,2,0,1,0,0,55,0,<=50K
42,0,13,0,3,2,0,1,0,1887,50,0,>50K
48,1,8,0,2,2,0,1,3411,0,70,0,<=50K
49,3,9,1,4,3,0,1,0,0,40,0,<=50K
41,1,9,0,1,2,0,1,0,0,40,0,<=50K
26,0,7,2,9,4,0,1,0,0,40,3,<=50K
24,2,13,2,3,1,0,0,0,0,20,0,<=50K
29,0,13,2,3,1,0,1,0,0,40,0,<=50K
28,0,12,2,0,1,0,1,0,0,55,0,<=50K
17,0,9,2,8,1,0,0,0,0,6,0,<=50K
30,1,9,0,4,2,0,1,0,0,40,0,<=50K
27,0,8,0,1,2,0,1,0,0,40,0,>50K
56,0,3,0,7,2,0,1,0,0,40,21,<=50K
55,0,9,4,4,3,0,0,2354,0,40,0,<=50K
53,0,8,0,1,2,0,1,0,0,40,0,>50K
62,4,9,1,5,3,2,1,0,0,40,0,<=50K
19,0,6,3,1,1,4,1,0,0,40,0,<=50K
45,1,8,0,1,2,0,1,0,0,40,0,<=50K
28,0,4,2,7,3,0,1,0,0,30,0,<=50K
45,1,6,0,1,2,0,1,0,0,35,0,<=50K
34,4,13,0,5,0,0,0,0,0,50,0,<=50K
19,0,8,2,4,1,0,1,0,0,40,0,<=50K
38,5,13,0,5,0,0,0,0,0,21,0,>50K
32,0,9,1,9,5,0,0,0,0,40,0,<=50K
19,1,8,2,2,1,0,1,0,0,53,35,<=50K
38,4,9,0,2,2,0,1,0,0,40,0,<=50K
24,0,12,2,4,3,0,0,0,0,40,0,<=50K
50,4,14,0,4,2,0,1,0,0,55,0,>50K
36,0,9,3,8,4,2,0,0,0,42,0,<=50K
46,0,9,0,1,0,0,0,7298,0,40,0,>50K
34,0,7,0,1,2,0,1,0,0,40,0,<=50K
40,0,9,0,5,2,0,1,0,0,40,0,<=50K
32,0,13,2,4,3,0,0,0,0,40,0,<=50K
36,0,13,0,4,2,0,1,0,0,50,0,>50K
45,0,7,1,9,3,4,1,0,0,40,0,<=50K
26,5,9,0,12,1,4,1,0,0,40,0,<=50K
57,0,8,0,4,2,0,1,0,0,45,0,>50K
35,0,13,2,3,3,0,1,0,0,40,0,<=50K
49,2,9,0,4,2,0,1,0,0,45,0,<=50K
36,0,10,0,5,2,0,1,0,0,55,0,>50K
33,0,9,2,2,1,1,0,0,0,40,15,<=50K
18,0,6,2,3,1,0,0,0,0,20,0,<=50K
39,0,13,0,4,2,0,1,0,0,40,0,<=50K
46,5,8,2,2,5,4,0,0,0,40,0,<=50K
22,4,9,2,4,1,1,1,0,0,20,0,<=50K
42,5,8,1,8,3,0,1,0,0,40,0,<=50K
58,0,8,1,8,3,0,0,0,0,42,0,<=50K
64,5,13,0,5,2,0,1,5178,0,40,0,>50K
33,0,9,0,5,0,0,0,0,0,40,0,<=50K
39,4,13,0,1,2,0,1,0,0,42,0,<=50K
24,3,4,2,8,4,4,1,0,0,40,0,<=50K
29,0,12,2,1,1,0,1,0,0,40,0,<=50K
47,0,13,0,4,0,0,0,0,0,40,0,>50K
34,5,8,0,2,2,0,1,0,1651,40,0,<=50K
36,1,13,1,3,5,1,0,0,0,8,10,<=50K
28,0,5,2,7,5,0,0,0,0,40,0,<=50K
23,0,9,2,3,3,0,0,0,0,38,0,<=50K
27,1,9,0,1,2,0,1,0,0,60,0,<=50K
28,1,9,0,1,2,0,1,0,0,45,0,>50K
61,0,1,0,7,2,0,1,0,0,60,0,>50K
18,0,9,2,2,4,0,0,0,0,40,0,<=50K
52,0,8,0,4,2,0,1,5178,0,40,0,>50K
31,0,8,2,9,3,0,1,0,0,60,0,<=50K
17,0,6,2,2,1,0,1,0,0,10,3,<=50K
39,0,9,0,10,2,0,1,0,0,40,0,<=50K
27,0,8,2,8,1,0,0,0,0,35,16,<=50K
57,2,8,0,3,2,0,1,15024,0,30,0,>50K
39,0,8,1,3,4,0,0,0,0,40,0,<=50K
22,1,8,2,2,1,0,0,0,0,50,0,<=50K
48,0,9,0,10,2,0,1,0,2002,70,0,<=50K
49,0,7,1,2,5,0,0,0,0,45,0,<=50K
61,4,6,0,4,2,0,1,0,0,40,0,>50K
36,0,14,1,4,3,0,1,0,0,50,9,>50K
28,0,8,2,1,1,0,1,0,0,40,0,<=50K
46,2,12,1,4,3,0,0,8614,0,70,0,>50K
43,0,13,0,3,2,0,1,0,0,40,0,>50K
32,0,9,1,3,3,0,1,0,0,40,0,<=50K
21,0,5,2,1,1,0,1,0,0,40,0,<=50K
27,0,6,2,6,1,0,1,0,0,40,0,<=50K
34,0,5,0,10,2,0,1,0,0,80,0,<=50K
24,1,8,2,1,3,0,1,0,0,35,0,<=50K
45,0,9,1,3,3,0,1,0,0,40,0,<=50K
47,4,8,4,4,5,0,0,0,0,40,0,<=50K
18,0,4,2,6,1,0,1,0,0,16,0,<=50K
35,0,8,0,10,3,0,1,0,0,40,0,<=50K
23,0,11,2,3,1,0,0,0,0,35,0,<=50K
65,0,3,4,11,3,0,0,0,3175,60,3,<=50K
42,0,11,2,8,3,0,1,0,0,46,0,<=50K
31,0,6,2,7,3,0,0,0,0,36,0,<=50K
30,0,13,0,0,2,0,1,0,0,40,0,>50K
51,5,8,0,1,2,0,1,3103,0,52,0,>50K
30,0,9,2,3,3,0,1,0,0,50,0,<=50K
76,0,3,0,2,2,0,1,0,0,45,0,<=50K
59,0,8,1,8,3,0,0,0,0,40,0,<=50K
39,0,14,1,4,3,0,1,0,0,40,0,<=50K
48,0,12,1,0,5,0,0,0,0,41,0,<=50K
37,0,13,3,4,3,0,1,4787,0,55,0,>50K
59,2,15,0,1,2,0,1,0,1977,55,0,>50K
59,0,11,0,10,2,0,1,0,0,32,0,>50K
60,4,9,4,9,3,0,1,0,0,40,0,<=50K
39,0,13,0,5,0,0,0,0,0,30,0,>50K
54,0,9,0,1,2,0,1,7298,0,40,0,>50K
35,0,9,0,7,2,0,1,0,0,40,0,<=50K
51,3,8,0,2,2,0,1,0,0,40,0,>50K
53,5,14,2,8,3,0,0,0,0,40,0,<=50K
19,0,9,2,2,1,0,0,0,0,20,0,<=50K
57,5,14,0,4,2,0,1,7298,0,45,0,>50K
20,0,9,2,3,1,0,0,0,0,15,0,<=50K
43,0,9,1,3,5,0,1,0,0,55,0,<=50K
44,5,12,0,12,2,0,1,0,0,50,0,>50K
54,0,6,0,10,2,0,1,0,0,42,0,<=50K
37,0,11,0,5,2,0,1,0,1485,40,0,>50K
63,0,8,0,1,2,0,1,0,0,40,0,<=50K
57,2,13,1,4,3,0,1,0,0,50,0,>50K
46,0,9,0,6,2,0,1,0,0,40,0,<=50K
59,0,8,0,6,2,0,1,0,0,40,0,<=50K
44,2,6,0,3,2,0,1,0,0,60,21,>50K
21,5,9,2,0,1,0,1,0,0,30,0,<=50K
39,1,11,0,3,2,1,1,0,0,72,10,<=50K
20,0,8,2,2,1,4,1,0,0,40,0,<=50K
56,0,8,0,2,2,1,1,0,0,20,11,<=50K
61,0,8,4,10,5,0,0,0,0,40,3,<=50K
33,0,6,2,3,5,0,0,0,0,34,0,<=50K
36,0,12,0,8,0,0,0,0,0,40,0,<=50K
39,0,8,0,4,2,0,1,0,0,40,0,<=50K
26,0,13,2,3,1,0,1,0,0,50,0,<=50K
27,0,13,2,5,1,0,1,0,0,50,0,<=50K
29,0,11,2,1,3,0,1,0,0,35,0,<=50K
34,0,11,2,0,5,0,0,0,0,40,0,<=50K
75,1,9,0,4,2,0,1,0,2149,35,0,<=50K
33,0,9,0,8,0,0,0,15024,0,40,0,>50K
36,0,9,1,2,5,0,0,0,0,30,0,<=50K
57,1,8,0,8,0,0,0,0,0,16,0,<=50K
43,5,8,0,1,2,0,1,0,0,37,0,<=50K
